x,y,z,img_path,img_label
-1.1002064,0.15898782,-0.700589,./GTA/01_images/01980.png,GTA
1.4162356,-0.36370096,0.54120356,./cityscape/leftImg8bit/train/aachen/aachen_000005_000019_leftImg8bit.png,cityscape
-1.6144785,-0.21347356,0.85598385,./bdd100k/seg/images/test/e200f312-b0758199.jpg,BDD
-0.3565672,-0.057439834,0.76435167,./bdd100k/seg/images/test/e54a4bf9-a6f2ae4a.jpg,BDD
-1.3334365,0.9586289,-0.6002856,./GTA/03_images/08162.png,GTA
-1.372526,0.98827404,-1.3519093,./GTA/02_images/04964.png,GTA
1.4087179,-0.67704123,0.08501647,./cityscape/leftImg8bit/train/weimar/weimar_000020_000019_leftImg8bit.png,cityscape
-1.1646259,0.3311427,-0.4627925,./GTA/03_images/07567.png,GTA
0.63360137,-0.8296507,0.12906139,./cityscape/leftImg8bit/train/hamburg/hamburg_000000_045704_leftImg8bit.png,cityscape
1.4975632,0.54067355,0.22885127,./cityscape/leftImg8bit/train/tubingen/tubingen_000007_000019_leftImg8bit.png,cityscape
-0.7267403,-0.5271205,0.51913923,./bdd100k/seg/images/test/dad78646-f489c1a6.jpg,BDD
-1.3620574,-0.19167112,0.67111677,./bdd100k/seg/images/val/808ff399-79b2c310.jpg,BDD
-1.376789,0.576499,-0.70315087,./GTA/02_images/03835.png,GTA
-0.12313329,-1.0093623,0.4548201,./cityscape/leftImg8bit/val/munster/munster_000140_000019_leftImg8bit.png,cityscape
-1.5149947,-0.0031339917,0.79279095,./bdd100k/seg/images/train/37af0bb7-45e114db.jpg,BDD
0.6629356,-0.94529974,1.0502529,./cityscape/leftImg8bit/test/berlin/berlin_000493_000019_leftImg8bit.png,cityscape
-1.3902757,-0.31324208,0.78835016,./GTA/03_images/08232.png,GTA
0.5568376,-0.42856884,-0.042507015,./bdd100k/seg/images/train/31134777-05a68a69.jpg,BDD
-1.1225487,0.74094087,-1.4854329,./GTA/02_images/04961.png,GTA
-1.7991244,0.21346003,0.80258405,./bdd100k/seg/images/train/2f2e4c91-bb3746ce.jpg,BDD
-1.3073918,0.71046287,-0.16209462,./bdd100k/seg/images/train/a1a42dcd-daa8d404.jpg,BDD
0.96463615,-0.41808856,0.9895456,./cityscape/leftImg8bit/train/stuttgart/stuttgart_000129_000019_leftImg8bit.png,cityscape
-0.63267165,-0.18069725,-0.26511008,./GTA/03_images/06334.png,GTA
1.1323129,-0.5046031,-0.11217138,./cityscape/leftImg8bit/test/berlin/berlin_000442_000019_leftImg8bit.png,cityscape
-0.69705427,-0.55980855,0.48663637,./bdd100k/seg/images/train/10efbba4-606bb443.jpg,BDD
-1.6104177,-0.1319776,0.87657225,./bdd100k/seg/images/test/f3c2a926-00000000.jpg,BDD
-1.7274836,0.19903532,0.75813586,./bdd100k/seg/images/train/50f8f5a4-7f1039e0.jpg,BDD
-0.58685607,0.22784044,-0.26078656,./GTA/03_images/06303.png,GTA
-0.6732075,1.2062173,-1.5697522,./GTA/02_images/03684.png,GTA
-1.6023275,1.0180144,-1.2509862,./GTA/03_images/05680.png,GTA
0.9826378,-0.5738615,1.097134,./cityscape/leftImg8bit/train/stuttgart/stuttgart_000093_000019_leftImg8bit.png,cityscape
-1.0514218,-0.20224263,0.76007074,./bdd100k/seg/images/train/bb9071ac-eb6e330c.jpg,BDD
-0.57930017,-1.1004273,0.54646844,./bdd100k/seg/images/train/137e6989-1fece512.jpg,BDD
1.2145704,-0.08936504,0.6906707,./cityscape/leftImg8bit/train/bochum/bochum_000000_011255_leftImg8bit.png,cityscape
-0.9002969,-0.01568305,-0.16650523,./bdd100k/seg/images/train/17d1d81c-f5009383.jpg,BDD
-1.4918486,-0.04765085,0.7695949,./bdd100k/seg/images/test/af0a7e94-89b00000.jpg,BDD
-0.004494208,0.04818041,0.940365,./bdd100k/seg/images/train/0e31726a-00000000.jpg,BDD
0.89193046,-0.7805981,1.1150231,./cityscape/leftImg8bit/train/cologne/cologne_000003_000019_leftImg8bit.png,cityscape
0.21654998,-1.3006942,0.53206986,./cityscape/leftImg8bit/train/zurich/zurich_000062_000019_leftImg8bit.png,cityscape
0.14809246,-0.46688327,0.27546328,./cityscape/leftImg8bit/train/strasbourg/strasbourg_000000_015602_leftImg8bit.png,cityscape
1.3342088,0.063327864,0.5760531,./bdd100k/seg/images/train/99fda8cc-46cabc17.jpg,BDD
0.1983611,-1.0999156,0.06792439,./cityscape/leftImg8bit/train/hamburg/hamburg_000000_036003_leftImg8bit.png,cityscape
