x,y,img_path,img_label
-0.84503824,-0.61002856,../bdd100k/seg/images/train/7e8a2803-a034c5d8.jpg,BDD
0.9875854,1.4443467,../GTA/02_images/04828.png,GTA
1.8126287,1.2417791,../GTA/03_images/06420.png,GTA
0.014458479,-1.8944427,../bdd100k/seg/images/train/700c3115-5b5b7652.jpg,BDD
-0.08693644,-1.9410156,../cityscape/leftImg8bit/test/berlin/berlin_000292_000019_leftImg8bit.png,cityscape
-0.506048,0.6157645,../GTA/01_images/02378.png,GTA
0.39012513,0.44075054,../GTA/03_images/07019.png,GTA
-0.9272823,1.4604117,../bdd100k/seg/images/test/c62ae733-00000000.jpg,BDD
0.40863636,0.38797027,../GTA/03_images/06482.png,GTA
-0.6984514,0.3214539,../GTA/03_images/09247.png,GTA
1.5320513,1.5114148,../GTA/03_images/06835.png,GTA
-0.7216092,-0.011260215,../bdd100k/seg/images/val/9b656e8f-c53b0001.jpg,BDD
-0.97224677,1.0467194,../GTA/03_images/07886.png,GTA
-0.8467982,-0.52838063,../bdd100k/seg/images/train/c877c1e3-775ff079.jpg,BDD
-1.0141042,-0.68378437,../cityscape/leftImg8bit/test/berlin/berlin_000010_000019_leftImg8bit.png,cityscape
2.1367955,1.3392467,../GTA/02_images/04689.png,GTA
1.3933626,1.4152197,../GTA/02_images/04031.png,GTA
1.5643216,1.2353572,../GTA/03_images/06776.png,GTA
-0.55632246,1.4807249,../bdd100k/seg/images/train/6ff601f6-00000000.jpg,BDD
1.0030888,1.494607,../GTA/03_images/05320.png,GTA
-0.07276979,-1.6190623,../cityscape/leftImg8bit/train/bremen/bremen_000040_000019_leftImg8bit.png,cityscape
0.0012895666,-0.9900898,../bdd100k/seg/images/train/24179c38-b8325990.jpg,BDD
-1.2617478,0.44542143,../bdd100k/seg/images/train/48ad9d98-3416dd20.jpg,BDD
-0.2553454,-0.93155104,../cityscape/leftImg8bit/train/weimar/weimar_000048_000019_leftImg8bit.png,cityscape
0.4385736,-1.2171249,../cityscape/leftImg8bit/val/frankfurt/frankfurt_000000_022254_leftImg8bit.png,cityscape
1.3827606,1.3181462,../GTA/02_images/04556.png,GTA
1.369599,1.527707,../GTA/01_images/00125.png,GTA
1.2454143,1.5513945,../GTA/03_images/09677.png,GTA
-0.5479942,-0.8490515,../bdd100k/seg/images/train/bceeedca-f0bf8606.jpg,BDD
0.23520158,-1.2024218,../bdd100k/seg/images/train/37a593fc-13a55cce.jpg,BDD
1.0175531,0.41362548,../bdd100k/seg/images/train/1c22af9e-991b11d4.jpg,BDD
-0.8452506,-0.6158669,../cityscape/leftImg8bit/train/hanover/hanover_000000_047870_leftImg8bit.png,cityscape
-0.6040165,-0.79513097,../cityscape/leftImg8bit/test/munich/munich_000363_000019_leftImg8bit.png,cityscape
0.6439456,-1.0618197,../cityscape/leftImg8bit/train/strasbourg/strasbourg_000000_027771_leftImg8bit.png,cityscape
-0.5282868,-1.0905447,../bdd100k/seg/images/train/02e237f1-00000000.jpg,BDD
-0.39587274,0.29069957,../bdd100k/seg/images/train/74423034-f61ba76a.jpg,BDD
-1.1250833,0.37192786,../bdd100k/seg/images/test/d1b1f448-f1de3883.jpg,BDD
0.8458167,1.4349898,../GTA/01_images/01472.png,GTA
-1.2238603,0.117638685,../bdd100k/seg/images/train/93a17dad-afed874b.jpg,BDD
0.35669252,-0.2969085,../GTA/03_images/08267.png,GTA
0.10389246,-1.6568784,../cityscape/leftImg8bit/test/berlin/berlin_000231_000019_leftImg8bit.png,cityscape
-0.34460878,0.5452389,../GTA/03_images/06241.png,GTA
1.1215354,1.5060154,../GTA/01_images/01543.png,GTA
-0.78613156,0.30042484,../bdd100k/seg/images/test/d60c58b3-504403b0.jpg,BDD
2.1630929,1.3328632,../GTA/02_images/03544.png,GTA
-0.20620014,-1.9583308,../cityscape/leftImg8bit/train/dusseldorf/dusseldorf_000080_000019_leftImg8bit.png,cityscape
-0.41499364,-0.6879238,../cityscape/leftImg8bit/train/hanover/hanover_000000_055937_leftImg8bit.png,cityscape
-1.1581714,1.4985943,../bdd100k/seg/images/test/e200f312-b0758199.jpg,BDD
-0.6971193,1.2034849,../bdd100k/seg/images/test/ed5f05b1-a5310001.jpg,BDD
-0.37099195,-0.9369683,../cityscape/leftImg8bit/train/bochum/bochum_000000_007150_leftImg8bit.png,cityscape
-1.0731552,0.4347771,../bdd100k/seg/images/val/81a3df53-26d7a2c7.jpg,BDD
-0.10249614,-1.3549575,../cityscape/leftImg8bit/train/tubingen/tubingen_000113_000019_leftImg8bit.png,cityscape
-0.9194824,0.22415279,../bdd100k/seg/images/train/21609974-1e6c098f.jpg,BDD
-1.0849866,-0.10262677,../bdd100k/seg/images/train/3dd41cf4-28991c3a.jpg,BDD
-0.113597885,-1.9096514,../cityscape/leftImg8bit/train/dusseldorf/dusseldorf_000070_000019_leftImg8bit.png,cityscape
-0.2846137,-2.0574257,../cityscape/leftImg8bit/val/munster/munster_000116_000019_leftImg8bit.png,cityscape
0.25875252,-1.368928,../cityscape/leftImg8bit/train/hanover/hanover_000000_010553_leftImg8bit.png,cityscape
-0.19677521,0.22094437,../GTA/03_images/09920.png,GTA
1.1551478,1.4951719,../GTA/01_images/00166.png,GTA
-0.85306203,1.6581174,../bdd100k/seg/images/train/3fd1e923-bcb08a1c.jpg,BDD
0.421466,0.4290369,../bdd100k/seg/images/val/99ab7304-32307eea.jpg,BDD
-0.6613666,0.4908051,../bdd100k/seg/images/train/150a973a-6772fd20.jpg,BDD
-0.04800827,-1.8938527,../cityscape/leftImg8bit/val/munster/munster_000104_000019_leftImg8bit.png,cityscape
-1.0100945,-0.15077162,../cityscape/leftImg8bit/val/frankfurt/frankfurt_000000_012121_leftImg8bit.png,cityscape
1.9979845,1.3224277,../GTA/01_images/01755.png,GTA
-0.5865798,-1.1739407,../bdd100k/seg/images/train/278f2bc1-a0562ec1.jpg,BDD
1.1141386,1.1008475,../GTA/01_images/00954.png,GTA
0.05483455,-1.695911,../cityscape/leftImg8bit/val/munster/munster_000039_000019_leftImg8bit.png,cityscape
1.7368195,1.5203037,../GTA/02_images/02723.png,GTA
-0.97441477,0.0217688,../bdd100k/seg/images/train/6188662c-e18e9c44.jpg,BDD
-0.19658288,-1.3153468,../bdd100k/seg/images/train/4c3bf807-021593bc.jpg,BDD
-1.1434218,-0.014049202,../bdd100k/seg/images/train/24a75019-446b7e88.jpg,BDD
-1.3803189,1.1288334,../bdd100k/seg/images/train/022ec367-cb18e652.jpg,BDD
-1.1519583,1.4699423,../bdd100k/seg/images/train/8335e55d-dd25e148.jpg,BDD
1.2844081,1.4818609,../GTA/03_images/05289.png,GTA
-0.22677451,-1.2167816,../cityscape/leftImg8bit/val/frankfurt/frankfurt_000000_007365_leftImg8bit.png,cityscape
-0.35031933,0.74750954,../GTA/03_images/06340.png,GTA
2.063715,1.3751167,../GTA/02_images/03159.png,GTA
-1.4648682,0.2763614,../bdd100k/seg/images/train/72d1a01b-0e0f0001.jpg,BDD
2.0729702,1.2510015,../GTA/02_images/04474.png,GTA
-0.010977296,-1.1986333,../cityscape/leftImg8bit/test/mainz/mainz_000003_008690_leftImg8bit.png,cityscape
0.2445095,-1.427003,../cityscape/leftImg8bit/train/strasbourg/strasbourg_000000_031223_leftImg8bit.png,cityscape
-0.35970825,-1.7983825,../cityscape/leftImg8bit/train/aachen/aachen_000066_000019_leftImg8bit.png,cityscape
1.1045129,-0.90730345,../GTA/03_images/06918.png,GTA
0.022397147,0.024433244,../GTA/03_images/09010.png,GTA
-0.26526812,-2.0977643,../cityscape/leftImg8bit/train/aachen/aachen_000151_000019_leftImg8bit.png,cityscape
-0.6326996,-1.2092806,../cityscape/leftImg8bit/test/munich/munich_000332_000019_leftImg8bit.png,cityscape
0.24865082,-1.3451294,../cityscape/leftImg8bit/test/munich/munich_000097_000019_leftImg8bit.png,cityscape
-0.8661464,-0.5747973,../cityscape/leftImg8bit/train/bremen/bremen_000168_000019_leftImg8bit.png,cityscape
-0.49282208,0.18729852,../bdd100k/seg/images/train/60994578-2ec14c73.jpg,BDD
-1.314453,0.112600245,../bdd100k/seg/images/train/4b94bae4-48184270.jpg,BDD
-0.0027919444,-1.0053763,../bdd100k/seg/images/train/41822cbd-2d85ad88.jpg,BDD
-0.44492117,-1.076198,../cityscape/leftImg8bit/train/strasbourg/strasbourg_000000_010816_leftImg8bit.png,cityscape
0.45071763,0.42557496,../GTA/02_images/02517.png,GTA
2.101973,1.2864169,../GTA/03_images/05619.png,GTA
-1.1856276,0.45946512,../bdd100k/seg/images/train/6a2d7759-45d710c2.jpg,BDD
-0.66688365,-0.5928616,../cityscape/leftImg8bit/test/munich/munich_000202_000019_leftImg8bit.png,cityscape
-0.5924463,-0.9728612,../cityscape/leftImg8bit/train/aachen/aachen_000128_000019_leftImg8bit.png,cityscape
0.08598271,-2.6584,../GTA/01_images/00001.png,GTA
-1.2011952,0.51161504,../cityscape/leftImg8bit/test/mainz/mainz_000003_006478_leftImg8bit.png,cityscape
-0.1428411,-1.8656026,../cityscape/leftImg8bit/train/dusseldorf/dusseldorf_000178_000019_leftImg8bit.png,cityscape
-1.1774373,1.3901364,../bdd100k/seg/images/val/a91b7555-00000975.jpg,BDD
-0.83149284,0.045493502,../cityscape/leftImg8bit/train/hamburg/hamburg_000000_104857_leftImg8bit.png,cityscape
1.3242358,1.376378,../GTA/02_images/04003.png,GTA
1.3239275,1.496567,../GTA/03_images/08863.png,GTA
0.7592361,1.0997429,../GTA/03_images/06082.png,GTA
-0.87079847,0.36965644,../GTA/03_images/08208.png,GTA
-1.4075104,0.14750978,../bdd100k/seg/images/test/f1207b48-00000000.jpg,BDD
-0.04393843,-1.5232044,../cityscape/leftImg8bit/test/mainz/mainz_000000_018249_leftImg8bit.png,cityscape
0.48240525,-0.44827098,../GTA/03_images/09067.png,GTA
0.703729,-1.3665557,../GTA/03_images/06923.png,GTA
1.7673329,1.2653298,../GTA/02_images/04147.png,GTA
-0.4699388,-1.2428201,../cityscape/leftImg8bit/train/bremen/bremen_000122_000019_leftImg8bit.png,cityscape
1.355875,1.5112436,../GTA/02_images/03304.png,GTA
1.079043,1.5034672,../GTA/02_images/04936.png,GTA
-1.0578209,0.9176436,../bdd100k/seg/images/train/3bb1095b-e8547171.jpg,BDD
0.2410539,-1.3239274,../cityscape/leftImg8bit/val/lindau/lindau_000055_000019_leftImg8bit.png,cityscape
-0.60648173,0.39990827,../bdd100k/seg/images/train/901fbccc-a4454c87.jpg,BDD
-0.5246415,-1.1472518,../cityscape/leftImg8bit/train/cologne/cologne_000114_000019_leftImg8bit.png,cityscape
2.148158,1.3294547,../GTA/01_images/01271.png,GTA
-0.7178096,0.5017328,../GTA/03_images/07763.png,GTA
0.10838699,-2.7565033,../bdd100k/seg/images/test/d43b8f79-bb0668c0.jpg,BDD
-0.8591586,0.023849888,../GTA/03_images/08503.png,GTA
-0.15638348,-1.5934802,../cityscape/leftImg8bit/test/munich/munich_000170_000019_leftImg8bit.png,cityscape
-0.1623419,-1.5806867,../cityscape/leftImg8bit/test/munich/munich_000192_000019_leftImg8bit.png,cityscape
-1.4179958,0.5290236,../bdd100k/seg/images/train/0ec4e1d8-36ec61fc.jpg,BDD
-0.12955374,-0.15597995,../cityscape/leftImg8bit/train/monchengladbach/monchengladbach_000000_035083_leftImg8bit.png,cityscape
-0.01053926,-1.4560244,../cityscape/leftImg8bit/train/strasbourg/strasbourg_000000_013223_leftImg8bit.png,cityscape
2.070405,1.2550606,../GTA/02_images/04475.png,GTA
1.7240049,1.4047295,../GTA/03_images/06414.png,GTA
-0.85413635,0.48764157,../bdd100k/seg/images/val/9aa12a35-79090001.jpg,BDD
-0.68080646,-0.91632503,../bdd100k/seg/images/train/2059f725-0ff7f12f.jpg,BDD
-0.8659553,-0.23381242,../cityscape/leftImg8bit/train/bremen/bremen_000116_000019_leftImg8bit.png,cityscape
-0.31205952,-1.9217447,../cityscape/leftImg8bit/train/erfurt/erfurt_000103_000019_leftImg8bit.png,cityscape
1.3052402,1.4793856,../GTA/01_images/00966.png,GTA
-0.7731502,-0.009364621,../bdd100k/seg/images/train/71dc1615-2441cddc.jpg,BDD
-0.051939413,-1.6719755,../cityscape/leftImg8bit/train/dusseldorf/dusseldorf_000206_000019_leftImg8bit.png,cityscape
0.40993246,-1.0230489,../cityscape/leftImg8bit/val/frankfurt/frankfurt_000001_055172_leftImg8bit.png,cityscape
0.111774765,-2.7747793,../bdd100k/seg/images/train/28f73d40-b7930001.jpg,BDD
-0.39048517,0.4126654,../GTA/03_images/07653.png,GTA
1.3531717,1.4397695,../GTA/01_images/01580.png,GTA
-0.12654787,-1.0947832,../cityscape/leftImg8bit/train/monchengladbach/monchengladbach_000000_018720_leftImg8bit.png,cityscape
-0.59618825,0.04250046,../cityscape/leftImg8bit/train/strasbourg/strasbourg_000000_023854_leftImg8bit.png,cityscape
-0.40405256,-1.3029995,../cityscape/leftImg8bit/test/munich/munich_000178_000019_leftImg8bit.png,cityscape
-0.6831381,1.3137445,../bdd100k/seg/images/train/04c450d8-00000000.jpg,BDD
-0.6287031,0.5544615,../bdd100k/seg/images/train/c324a11d-eaaeb859.jpg,BDD
-0.51310545,-1.5007579,../cityscape/leftImg8bit/test/berlin/berlin_000408_000019_leftImg8bit.png,cityscape
-0.67664194,0.8568397,../GTA/01_images/00839.png,GTA
1.1233072,1.4845031,../GTA/03_images/07486.png,GTA
-0.1890102,-1.9272361,../cityscape/leftImg8bit/train/tubingen/tubingen_000140_000019_leftImg8bit.png,cityscape
-1.1576986,1.5254478,../bdd100k/seg/images/train/36379ca2-90c4d7be.jpg,BDD
0.018985277,-1.3009773,../cityscape/leftImg8bit/test/munich/munich_000108_000019_leftImg8bit.png,cityscape
0.4928288,-0.87916875,../cityscape/leftImg8bit/test/mainz/mainz_000000_003049_leftImg8bit.png,cityscape
-0.8391211,1.5815299,../bdd100k/seg/images/val/9f51e19f-00000000.jpg,BDD
-1.1565588,1.2348838,../bdd100k/seg/images/train/31d360ac-1a859630.jpg,BDD
-0.05625904,-1.7706379,../cityscape/leftImg8bit/train/cologne/cologne_000043_000019_leftImg8bit.png,cityscape
-0.8204474,-0.47567752,../bdd100k/seg/images/val/9b970e47-359c8e97.jpg,BDD
-0.277642,-1.526442,../cityscape/leftImg8bit/train/dusseldorf/dusseldorf_000072_000019_leftImg8bit.png,cityscape
2.1252854,1.309316,../GTA/02_images/03981.png,GTA
-0.05563761,-1.9341205,../bdd100k/seg/images/train/a93af51d-96dae531.jpg,BDD
-0.48432982,-1.0233585,../cityscape/leftImg8bit/train/monchengladbach/monchengladbach_000000_031005_leftImg8bit.png,cityscape
-0.82721627,-0.9027637,../cityscape/leftImg8bit/train/weimar/weimar_000122_000019_leftImg8bit.png,cityscape
-0.12148138,-0.9934986,../cityscape/leftImg8bit/test/bielefeld/bielefeld_000000_025748_leftImg8bit.png,cityscape
2.2053897,1.184872,../GTA/02_images/02897.png,GTA
1.3725601,1.1810832,../GTA/03_images/05213.png,GTA
-1.1343559,0.055086847,../bdd100k/seg/images/train/4fb2303a-00000000.jpg,BDD
-0.4962864,-0.9618334,../bdd100k/seg/images/train/2105fcd5-412eacce.jpg,BDD
0.9795827,1.4790539,../GTA/01_images/00635.png,GTA
1.7342675,1.516646,../GTA/02_images/02620.png,GTA
-0.16747572,-1.5788718,../cityscape/leftImg8bit/test/munich/munich_000272_000019_leftImg8bit.png,cityscape
-0.3809378,-1.3455111,../cityscape/leftImg8bit/test/munich/munich_000303_000019_leftImg8bit.png,cityscape
-0.4872211,0.60094047,../GTA/03_images/09319.png,GTA
0.06540596,-1.6481394,../cityscape/leftImg8bit/train/bochum/bochum_000000_025746_leftImg8bit.png,cityscape
0.09798066,-1.1833527,../cityscape/leftImg8bit/train/hamburg/hamburg_000000_053776_leftImg8bit.png,cityscape
0.92143065,1.5003403,../GTA/03_images/05386.png,GTA
-0.86829853,-0.85387206,../bdd100k/seg/images/train/5c8bd8f8-88cebff5.jpg,BDD
-0.9359482,1.453716,../bdd100k/seg/images/train/439c1313-3d04d575.jpg,BDD
0.63326865,0.047757633,../GTA/03_images/09500.png,GTA
2.314607,1.3079307,../GTA/02_images/02760.png,GTA
-0.5759635,0.0071985736,../bdd100k/seg/images/test/d875676c-8f2091ae.jpg,BDD
-0.39030918,-0.38305932,../bdd100k/seg/images/train/8e3bb7b2-bc34fce7.jpg,BDD
-0.32911897,-0.49915844,../GTA/03_images/09521.png,GTA
-0.8802375,1.7060719,../bdd100k/seg/images/test/f5fce005-00000380.jpg,BDD
-0.054669973,-1.9246277,../cityscape/leftImg8bit/val/munster/munster_000089_000019_leftImg8bit.png,cityscape
1.4820938,1.3234833,../GTA/03_images/05547.png,GTA
-0.1961092,-1.0224771,../cityscape/leftImg8bit/val/frankfurt/frankfurt_000001_010600_leftImg8bit.png,cityscape
0.07694414,0.7043074,../GTA/03_images/09730.png,GTA
-0.26122448,-1.3764017,../cityscape/leftImg8bit/train/aachen/aachen_000087_000019_leftImg8bit.png,cityscape
-0.019328022,-1.0966527,../bdd100k/seg/images/train/c3981cf1-6e95c296.jpg,BDD
-0.2591817,-2.0987723,../cityscape/leftImg8bit/val/munster/munster_000125_000019_leftImg8bit.png,cityscape
-1.1677319,0.9137669,../bdd100k/seg/images/train/932c1c93-91f79869.jpg,BDD
-0.9572494,1.7862481,../bdd100k/seg/images/train/00e9be89-00001155.jpg,BDD
0.5827459,0.77955043,../GTA/03_images/06814.png,GTA
-1.4436555,0.32516596,../GTA/03_images/08603.png,GTA
0.4910687,0.6330725,../bdd100k/seg/images/test/d83a375e-00000000.jpg,BDD
-1.1373202,0.065005034,../bdd100k/seg/images/test/ae60618a-00000000.jpg,BDD
0.007846514,-1.9749748,../cityscape/leftImg8bit/train/aachen/aachen_000168_000019_leftImg8bit.png,cityscape
-1.1776522,1.3348567,../bdd100k/seg/images/train/59d1965e-d7d5274d.jpg,BDD
-0.03394466,-1.7978617,../cityscape/leftImg8bit/train/erfurt/erfurt_000085_000019_leftImg8bit.png,cityscape
-0.840575,-0.8346486,../cityscape/leftImg8bit/test/munich/munich_000025_000019_leftImg8bit.png,cityscape
2.1109202,1.3095918,../GTA/02_images/03983.png,GTA
0.6100947,0.62782526,../GTA/03_images/05883.png,GTA
-0.22227998,0.48122957,../GTA/03_images/06238.png,GTA
-0.6491734,-0.5644136,../cityscape/leftImg8bit/test/mainz/mainz_000000_008871_leftImg8bit.png,cityscape
-1.4599781,0.45569688,../bdd100k/seg/images/train/585f6b37-00000000.jpg,BDD
0.7123443,-1.4786791,../GTA/03_images/06922.png,GTA
-0.084981024,-0.8589508,../bdd100k/seg/images/train/3dab4537-aeb6078d.jpg,BDD
0.3267782,-0.9743173,../bdd100k/seg/images/train/07b5af1c-5153aa63.jpg,BDD
0.16658251,1.4927251,../GTA/03_images/09588.png,GTA
-1.1325747,1.4748352,../GTA/03_images/08126.png,GTA
-0.423211,-1.0460811,../cityscape/leftImg8bit/train/strasbourg/strasbourg_000000_030324_leftImg8bit.png,cityscape
-0.89417887,0.0732093,../bdd100k/seg/images/test/ac56c836-bdabca21.jpg,BDD
-0.48470098,-1.0467715,../cityscape/leftImg8bit/test/munich/munich_000342_000019_leftImg8bit.png,cityscape
-0.790686,0.38711384,../bdd100k/seg/images/test/ccdfec32-77664bf4.jpg,BDD
-0.04912792,-1.9236224,../cityscape/leftImg8bit/train/dusseldorf/dusseldorf_000202_000019_leftImg8bit.png,cityscape
0.0052487743,-1.2597293,../cityscape/leftImg8bit/train/hanover/hanover_000000_052512_leftImg8bit.png,cityscape
2.049892,1.3886341,../GTA/01_images/01250.png,GTA
1.2614889,1.3206446,../GTA/01_images/00149.png,GTA
0.49996307,-1.6519597,../cityscape/leftImg8bit/train/bremen/bremen_000078_000019_leftImg8bit.png,cityscape
-0.5677548,-0.13907507,../bdd100k/seg/images/train/be56ab92-da00e516.jpg,BDD
-0.30591607,-1.8358314,../cityscape/leftImg8bit/train/dusseldorf/dusseldorf_000041_000019_leftImg8bit.png,cityscape
1.1898355,1.2861038,../GTA/03_images/06931.png,GTA
-0.89816034,1.2532227,../bdd100k/seg/images/train/1ee2d0f9-c1f48031.jpg,BDD
-0.28184643,-1.5248353,../cityscape/leftImg8bit/train/cologne/cologne_000079_000019_leftImg8bit.png,cityscape
-1.0110611,-0.26114628,../bdd100k/seg/images/train/6a2c3759-b95bf08e.jpg,BDD
-0.8434115,0.25144026,../bdd100k/seg/images/train/7ccd7466-426b0000.jpg,BDD
2.2773514,1.2919259,../GTA/02_images/03565.png,GTA
-0.64395255,-1.0478818,../cityscape/leftImg8bit/test/berlin/berlin_000443_000019_leftImg8bit.png,cityscape
1.2668648,1.2955655,../GTA/01_images/01875.png,GTA
-1.1359853,0.30619073,../bdd100k/seg/images/train/0ab72d5d-af77406b.jpg,BDD
1.2483535,1.5214444,../GTA/03_images/07178.png,GTA
-0.8803753,1.2138783,../bdd100k/seg/images/train/a32275b1-ede23fc6.jpg,BDD
-1.0602125,1.4692053,../bdd100k/seg/images/val/9b2f8e46-00000000.jpg,BDD
0.43419245,0.4913856,../GTA/01_images/00043.png,GTA
0.08874528,-2.6973217,../bdd100k/seg/images/val/7ed0f644-ac730001.jpg,BDD
-1.1685851,0.45308626,../bdd100k/seg/images/train/70db4cac-d69a5e41.jpg,BDD
-1.0905704,1.1592884,../GTA/01_images/00891.png,GTA
-0.8879257,0.07202676,../bdd100k/seg/images/train/2d88dd5c-1837fcff.jpg,BDD
1.8597816,1.4767243,../GTA/01_images/01692.png,GTA
2.3029106,1.3162462,../GTA/02_images/02753.png,GTA
-0.650485,0.49129376,../GTA/03_images/07631.png,GTA
-0.6501533,-0.30138204,../cityscape/leftImg8bit/train/hanover/hanover_000000_054965_leftImg8bit.png,cityscape
-0.29020867,-0.72654647,../cityscape/leftImg8bit/train/tubingen/tubingen_000129_000019_leftImg8bit.png,cityscape
0.52051055,-1.0184363,../cityscape/leftImg8bit/train/hamburg/hamburg_000000_029378_leftImg8bit.png,cityscape
-0.876972,0.040887147,../bdd100k/seg/images/train/5d094d74-dac4c6c0.jpg,BDD
-0.28821042,-2.020346,../cityscape/leftImg8bit/train/dusseldorf/dusseldorf_000147_000019_leftImg8bit.png,cityscape
-0.46206316,-1.888733,../GTA/03_images/09870.png,GTA
0.25806618,0.57840043,../GTA/03_images/06276.png,GTA
-0.07754762,-1.8693153,../cityscape/leftImg8bit/train/jena/jena_000008_000019_leftImg8bit.png,cityscape
1.1604012,1.4352894,../GTA/01_images/00686.png,GTA
-0.879985,0.0789244,../bdd100k/seg/images/train/a7f9d60b-7ae3f042.jpg,BDD
-0.10311621,-1.8849028,../cityscape/leftImg8bit/train/aachen/aachen_000133_000019_leftImg8bit.png,cityscape
-0.7680911,-0.5053306,../cityscape/leftImg8bit/val/lindau/lindau_000005_000019_leftImg8bit.png,cityscape
-0.3646535,0.10811402,../bdd100k/seg/images/train/57671c58-bbc50c0b.jpg,BDD
-0.9494443,-0.878922,../cityscape/leftImg8bit/test/berlin/berlin_000324_000019_leftImg8bit.png,cityscape
-0.5623261,-1.2198378,../cityscape/leftImg8bit/test/berlin/berlin_000359_000019_leftImg8bit.png,cityscape
-0.83867365,-0.8407213,../cityscape/leftImg8bit/test/munich/munich_000055_000019_leftImg8bit.png,cityscape
0.57664436,-0.020947646,../bdd100k/seg/images/train/3d74dd6a-12517fd5.jpg,BDD
-0.45926604,0.53677744,../GTA/03_images/07583.png,GTA
-0.82149905,0.20711745,../cityscape/leftImg8bit/train/cologne/cologne_000048_000019_leftImg8bit.png,cityscape
-0.77584684,0.28463155,../GTA/03_images/08889.png,GTA
1.2799824,1.24978,../GTA/01_images/00140.png,GTA
0.54616976,-1.1320454,../GTA/03_images/08092.png,GTA
0.21392077,-1.3236226,../cityscape/leftImg8bit/val/munster/munster_000042_000019_leftImg8bit.png,cityscape
2.210337,1.3238813,../GTA/02_images/03493.png,GTA
-1.1689023,1.5252196,../bdd100k/seg/images/train/2f1db731-b2e98dce.jpg,BDD
0.033430666,-1.3359869,../cityscape/leftImg8bit/test/munich/munich_000106_000019_leftImg8bit.png,cityscape
-0.50875425,0.1319399,../bdd100k/seg/images/val/9f7d0810-920ea2dc.jpg,BDD
-0.101511024,-1.0976051,../cityscape/leftImg8bit/train/hamburg/hamburg_000000_087822_leftImg8bit.png,cityscape
2.040551,1.3780211,../GTA/01_images/01819.png,GTA
-1.2352536,0.24520683,../bdd100k/seg/images/train/051d6f8d-ab210001.jpg,BDD
-0.06577412,-1.3772194,../cityscape/leftImg8bit/train/stuttgart/stuttgart_000011_000019_leftImg8bit.png,cityscape
