x,y,z,img_path,img_label
1.7259622,-0.017775092,0.20641674,../cityscape/leftImg8bit/test/bielefeld/bielefeld_000000_011831_leftImg8bit.png,cityscape
-0.5796513,-1.0971886,-1.1064249,../GTA/01_images/01007.png,GTA
0.38151395,0.08371447,-0.4527043,../bdd100k/seg/images/train/3dd41cf4-28991c3a.jpg,BDD
1.6794299,0.32153222,0.89581126,../bdd100k/seg/images/test/f30ad06b-64670248.jpg,BDD
1.6525627,0.5079144,0.7884335,../cityscape/leftImg8bit/train/hanover/hanover_000000_044622_leftImg8bit.png,cityscape
-0.4037052,1.3996407,0.9965954,../cityscape/leftImg8bit/test/berlin/berlin_000083_000019_leftImg8bit.png,cityscape
-0.04963009,-1.0948073,-1.0334791,../GTA/03_images/08810.png,GTA
0.14481072,-0.1337064,-1.7066264,../bdd100k/seg/images/train/4012903a-ef0ce742.jpg,BDD
-1.5710126,0.035151098,0.095958054,../bdd100k/seg/images/train/b51aa35f-672053a6.jpg,BDD
-0.12960939,0.3108843,2.469352,../bdd100k/seg/images/train/700c3115-5b5b7652.jpg,BDD
1.4276276,0.71356833,0.4395356,../GTA/03_images/08463.png,GTA
-0.039371032,0.46363434,2.100472,../bdd100k/seg/images/test/e9c0f943-cb59007c.jpg,BDD
-0.24159099,0.08782095,0.07494925,../bdd100k/seg/images/train/6471aa28-00000000.jpg,BDD
0.6118317,-0.20910974,-0.61681193,../GTA/03_images/05721.png,GTA
-1.1073638,0.7210074,0.11998054,../cityscape/leftImg8bit/train/zurich/zurich_000090_000019_leftImg8bit.png,cityscape
-0.33586615,0.04621169,0.099163376,../bdd100k/seg/images/train/41822cbd-2d85ad88.jpg,BDD
-0.08520548,0.8936571,1.1849685,../cityscape/leftImg8bit/val/munster/munster_000016_000019_leftImg8bit.png,cityscape
1.8513601,0.11986993,0.81967145,../bdd100k/seg/images/val/a91b7555-00000200.jpg,BDD
0.15206005,1.6161702,0.8417151,../cityscape/leftImg8bit/train/darmstadt/darmstadt_000077_000019_leftImg8bit.png,cityscape
-0.1777669,-1.1700705,-1.0730433,../GTA/01_images/00939.png,GTA
-0.96978,-2.116333,-1.1608387,../bdd100k/seg/images/train/21609974-1e6c098f.jpg,BDD
0.03808868,1.5681463,0.9048384,../cityscape/leftImg8bit/train/cologne/cologne_000077_000019_leftImg8bit.png,cityscape
0.3781299,0.73951775,-0.18213773,../cityscape/leftImg8bit/test/berlin/berlin_000123_000019_leftImg8bit.png,cityscape
-1.5969561,0.062105775,0.5075338,../GTA/03_images/08543.png,GTA
-0.96030515,1.1145616,1.2878875,../cityscape/leftImg8bit/train/jena/jena_000068_000019_leftImg8bit.png,cityscape
0.09297938,1.6985042,0.7690755,../cityscape/leftImg8bit/test/berlin/berlin_000165_000019_leftImg8bit.png,cityscape
1.714865,0.23841059,0.92275196,../bdd100k/seg/images/val/7ef46d23-00000000.jpg,BDD
1.0172362,0.35780072,-0.88010174,../bdd100k/seg/images/train/0066b72f-974f6883.jpg,BDD
-0.6969947,1.175706,1.0360565,../cityscape/leftImg8bit/train/jena/jena_000020_000019_leftImg8bit.png,cityscape
-0.2785799,0.032632265,0.06271839,../GTA/03_images/07505.png,GTA
0.3838342,0.8058774,-0.11476223,../cityscape/leftImg8bit/train/weimar/weimar_000108_000019_leftImg8bit.png,cityscape
-0.66500604,0.3029813,0.00598839,../GTA/03_images/09407.png,GTA
-0.5852996,1.183521,1.0282332,../cityscape/leftImg8bit/val/munster/munster_000150_000019_leftImg8bit.png,cityscape
-0.9474916,-1.2276564,-1.09449,../GTA/03_images/09598.png,GTA
0.33549365,1.5119468,1.0547773,../cityscape/leftImg8bit/test/bielefeld/bielefeld_000000_015587_leftImg8bit.png,cityscape
-0.13231587,0.8270957,0.5944485,../cityscape/leftImg8bit/test/mainz/mainz_000001_040839_leftImg8bit.png,cityscape
1.4857694,0.50750774,0.28216836,../GTA/01_images/01276.png,GTA
1.6780194,0.029710675,0.11598863,../bdd100k/seg/images/train/051c0564-3f2fbff4.jpg,BDD
-0.061452776,-1.1780916,-0.87725663,../bdd100k/seg/images/train/58674924-00000000.jpg,BDD
-0.9046298,1.1729826,1.3346269,../cityscape/leftImg8bit/test/munich/munich_000184_000019_leftImg8bit.png,cityscape
0.9661493,-0.13287975,0.30376384,../cityscape/leftImg8bit/train/strasbourg/strasbourg_000001_009097_leftImg8bit.png,cityscape
-0.24823897,-0.034156967,0.0028702035,../GTA/01_images/00315.png,GTA
-0.76939076,1.1640952,0.88547057,../cityscape/leftImg8bit/test/mainz/mainz_000003_003455_leftImg8bit.png,cityscape
-0.12516901,0.3759077,2.304941,../cityscape/leftImg8bit/train/aachen/aachen_000081_000019_leftImg8bit.png,cityscape
0.43761033,0.6797258,-0.23813611,../GTA/03_images/06351.png,GTA
0.13855179,-0.24663927,-1.6470587,../bdd100k/seg/images/test/c8add6c2-00000000.jpg,BDD
-0.14536172,0.28768942,2.5466719,../bdd100k/seg/images/train/bd1e4e5b-2a9ffc3f.jpg,BDD
0.9541993,-0.21253152,0.5312834,../cityscape/leftImg8bit/test/mainz/mainz_000001_018145_leftImg8bit.png,cityscape
-0.23584418,-1.3295156,-1.1089605,../GTA/03_images/06550.png,GTA
0.6898561,-0.7587613,-0.84447056,../bdd100k/seg/images/train/31d360ac-1a859630.jpg,BDD
-0.16781542,0.6974156,1.5509717,../cityscape/leftImg8bit/train/bremen/bremen_000112_000019_leftImg8bit.png,cityscape
-0.879714,-1.2826254,-1.17383,../GTA/03_images/06940.png,GTA
0.5252425,0.48133597,-1.3808576,../bdd100k/seg/images/train/6ea9d065-03300cfe.jpg,BDD
0.7240536,0.62287694,-0.26705253,../bdd100k/seg/images/train/4454c9b2-e55411a6.jpg,BDD
0.42329782,1.6425527,0.86411905,../cityscape/leftImg8bit/test/mainz/mainz_000000_001265_leftImg8bit.png,cityscape
-0.19540635,0.23444596,0.5396913,../cityscape/leftImg8bit/val/frankfurt/frankfurt_000001_040732_leftImg8bit.png,cityscape
0.6147939,0.3698218,-1.3630661,../bdd100k/seg/images/val/abfbfcb1-0e220001.jpg,BDD
0.9716121,-0.15440021,0.34289467,../bdd100k/seg/images/train/bceeedca-f0bf8606.jpg,BDD
-1.6684821,0.06839429,0.36858884,../bdd100k/seg/images/test/bdca440c-d2519e66.jpg,BDD
0.8440012,-0.46043664,-0.70764905,../bdd100k/seg/images/train/1f45df68-26795801.jpg,BDD
0.09393249,0.18424146,1.0652101,../cityscape/leftImg8bit/train/strasbourg/strasbourg_000000_029400_leftImg8bit.png,cityscape
0.22643284,0.3296093,-1.8728095,../bdd100k/seg/images/test/f482559d-d3d798d3.jpg,BDD
-0.13092408,0.36307532,2.3173165,../cityscape/leftImg8bit/test/mainz/mainz_000003_011182_leftImg8bit.png,cityscape
0.54191697,-0.8945311,-0.91475976,../GTA/03_images/07837.png,GTA
-0.082340315,0.9698511,0.68770844,../cityscape/leftImg8bit/train/strasbourg/strasbourg_000000_007813_leftImg8bit.png,cityscape
-0.042710908,1.4961072,0.94393903,../cityscape/leftImg8bit/train/hanover/hanover_000000_011170_leftImg8bit.png,cityscape
1.4928055,0.035561774,-0.31103888,../GTA/02_images/03438.png,GTA
0.13171598,-1.1594247,-1.1789579,../GTA/01_images/02333.png,GTA
0.63739365,-0.92222005,-0.9099757,../GTA/03_images/05399.png,GTA
1.4443833,-0.40714747,-0.6210401,../bdd100k/seg/images/test/e3502587-fab6ee91.jpg,BDD
0.2771582,0.40990013,-1.9427811,../bdd100k/seg/images/test/e64f5de7-77765abf.jpg,BDD
-0.4461158,-0.3114273,-1.7494822,../bdd100k/seg/images/train/602d4a8e-f0520579.jpg,BDD
0.14048569,0.44736737,1.6730891,../cityscape/leftImg8bit/test/munich/munich_000394_000019_leftImg8bit.png,cityscape
0.20302428,1.0330964,1.4293442,../cityscape/leftImg8bit/val/frankfurt/frankfurt_000000_006589_leftImg8bit.png,cityscape
-0.74146444,-1.3664951,-1.2223991,../GTA/01_images/00548.png,GTA
0.16653776,0.2705542,-1.8390765,../bdd100k/seg/images/train/285e05af-7c8d076c.jpg,BDD
-1.1003461,0.6945371,0.12794481,../GTA/03_images/06489.png,GTA
0.21818563,0.32459387,-1.9736094,../bdd100k/seg/images/train/5ada8655-b11d7a1e.jpg,BDD
-0.08911386,0.9048084,1.177869,../GTA/03_images/09222.png,GTA
-0.11641355,0.33494183,2.3982587,../GTA/03_images/06756.png,GTA
-0.22722271,-1.1920058,-1.0646914,../GTA/01_images/02031.png,GTA
0.018539215,1.5634631,0.9046125,../cityscape/leftImg8bit/test/berlin/berlin_000487_000019_leftImg8bit.png,cityscape
-0.68393236,-1.1120992,-1.1346828,../GTA/03_images/06687.png,GTA
-0.49969566,-0.049564287,-0.06558345,../cityscape/leftImg8bit/train/cologne/cologne_000036_000019_leftImg8bit.png,cityscape
0.24934669,0.4798965,1.6230791,../cityscape/leftImg8bit/val/lindau/lindau_000026_000019_leftImg8bit.png,cityscape
-0.08966035,0.9458378,1.1803578,../bdd100k/seg/images/test/daeb5cc2-ceb98507.jpg,BDD
