x,y,z,img_path,img_label
-0.95958835,1.3974535,1.0776412,./GTA/02_images/03270.png,GTA
-1.3318214,1.7404606,0.7110506,./GTA/02_images/02801.png,GTA
0.099057145,-0.1702851,1.1964394,./bdd100k/seg/images/train/1fe39b85-7ba605b6.jpg,BDD
-0.97004044,1.1646264,0.4012473,./GTA/03_images/05836.png,GTA
0.18702668,-0.55699396,-0.88796633,./cityscape/leftImg8bit/test/berlin/berlin_000122_000019_leftImg8bit.png,cityscape
0.1193823,-0.9559288,0.59500486,./cityscape/leftImg8bit/val/lindau/lindau_000055_000019_leftImg8bit.png,cityscape
-1.2755891,1.6478106,1.0545281,./GTA/02_images/02820.png,GTA
0.95323145,0.37339836,-0.22829586,./bdd100k/seg/images/test/d193db58-4c5eb11d.jpg,BDD
-0.2411051,-0.99398947,0.23086163,./cityscape/leftImg8bit/val/frankfurt/frankfurt_000001_066832_leftImg8bit.png,cityscape
-0.20416507,0.053776722,-1.0813267,./bdd100k/seg/images/train/099601d0-1b31f4ff.jpg,BDD
-1.2091296,1.5378422,0.49535757,./GTA/03_images/06915.png,GTA
0.41123867,0.6352684,-0.27091348,./bdd100k/seg/images/train/8dbfc83c-0f683220.jpg,BDD
0.9078552,-0.6054317,0.36985138,./bdd100k/seg/images/train/5912fad1-49960001.jpg,BDD
-1.2436768,1.5849924,0.45671788,./GTA/02_images/04431.png,GTA
0.12431202,-0.18734321,1.103835,./bdd100k/seg/images/train/25b7445c-5f7d0000.jpg,BDD
0.6838652,-1.4537896,0.17943518,./cityscape/leftImg8bit/val/munster/munster_000152_000019_leftImg8bit.png,cityscape
1.0740405,-0.2730186,-0.24274157,./cityscape/leftImg8bit/test/berlin/berlin_000468_000019_leftImg8bit.png,cityscape
0.5038509,0.4844054,-0.85019666,./bdd100k/seg/images/train/1462e08b-8ee18629.jpg,BDD
-0.20164336,0.37218907,-1.2581931,./bdd100k/seg/images/train/02504d95-8ede0c80.jpg,BDD
0.865604,-1.412155,-0.17249675,./cityscape/leftImg8bit/train/ulm/ulm_000054_000019_leftImg8bit.png,cityscape
0.32228225,-1.0587628,0.49476734,./cityscape/leftImg8bit/train/bochum/bochum_000000_025746_leftImg8bit.png,cityscape
0.699217,-2.5317528,0.57837665,./bdd100k/seg/images/train/124f0efb-d0339f1e.jpg,BDD
-0.072276995,-0.7362654,0.12633987,./bdd100k/seg/images/train/2198ea8d-c6d53417.jpg,BDD
-1.2535298,1.5756431,0.36379918,./GTA/02_images/04220.png,GTA
0.17545366,-0.116200976,-0.21634473,./bdd100k/seg/images/val/857308ee-ede3c311.jpg,BDD
0.5989909,-1.485917,0.44217643,./bdd100k/seg/images/val/8dd5f9b7-00000000.jpg,BDD
0.6444477,-0.7838342,0.29962453,./cityscape/leftImg8bit/train/ulm/ulm_000091_000019_leftImg8bit.png,cityscape
-0.27395478,-0.58954525,-0.15763703,./bdd100k/seg/images/train/3bb1095b-e8547171.jpg,BDD
0.76883847,-0.5156699,0.048413027,./bdd100k/seg/images/test/ea5bdec7-9a5c534c.jpg,BDD
-1.0546314,1.4689924,0.26385653,./GTA/03_images/06719.png,GTA
0.41620243,-1.1352882,0.6744362,./cityscape/leftImg8bit/train/stuttgart/stuttgart_000114_000019_leftImg8bit.png,cityscape
0.864785,0.044382896,-0.38454816,./bdd100k/seg/images/train/60994578-2ec14c73.jpg,BDD
-0.21471629,0.32869977,-1.2074203,./bdd100k/seg/images/train/602d4a8e-f0520579.jpg,BDD
-1.26906,1.6183727,0.508668,./GTA/01_images/02240.png,GTA
-1.3624666,1.6896344,0.3591366,./GTA/03_images/07472.png,GTA
0.2977684,-0.54478985,0.0622838,./bdd100k/seg/images/val/923d6a65-e4fe1dae.jpg,BDD
0.39763495,-0.99882567,0.3836151,./cityscape/leftImg8bit/train/monchengladbach/monchengladbach_000000_033454_leftImg8bit.png,cityscape
0.69982976,-2.4796128,0.56716913,./bdd100k/seg/images/val/7ed0f644-ac730001.jpg,BDD
0.518745,0.5041142,-0.82121104,./bdd100k/seg/images/val/a91b7555-00000365.jpg,BDD
0.12947586,-1.0601629,-0.17395012,./cityscape/leftImg8bit/train/strasbourg/strasbourg_000001_001072_leftImg8bit.png,cityscape
-0.7892299,0.35930476,-0.77157426,./bdd100k/seg/images/test/f5fce005-00000455.jpg,BDD
0.65548897,-1.308881,0.006873466,./cityscape/leftImg8bit/train/cologne/cologne_000153_000019_leftImg8bit.png,cityscape
-0.32153073,0.2207006,-0.7483164,./bdd100k/seg/images/train/7ccd7466-426b0000.jpg,BDD
0.7360504,-0.6987026,0.3123948,./cityscape/leftImg8bit/train/jena/jena_000115_000019_leftImg8bit.png,cityscape
0.19711046,-0.704953,-0.832587,./bdd100k/seg/images/train/46181bc2-00000000.jpg,BDD
0.39374992,-1.1191438,-0.35159388,./cityscape/leftImg8bit/train/bremen/bremen_000110_000019_leftImg8bit.png,cityscape
0.31947142,-1.1461078,-0.41671294,./cityscape/leftImg8bit/test/leverkusen/leverkusen_000039_000019_leftImg8bit.png,cityscape
-1.2669297,1.6685244,0.8364348,./GTA/02_images/02699.png,GTA
-0.31854904,0.49307507,-0.4126915,./GTA/03_images/06376.png,GTA
