x,y,z,img_path,img_label
1.7266943,0.10214404,0.15525673,../cityscape/leftImg8bit/test/bielefeld/bielefeld_000000_011831_leftImg8bit.png,cityscape
-0.53072417,-1.2383045,-0.9900909,../GTA/01_images/01007.png,GTA
0.3816608,0.037922043,-0.4675193,../bdd100k/seg/images/train/3dd41cf4-28991c3a.jpg,BDD
1.6713313,0.50020355,0.8151013,../bdd100k/seg/images/test/f30ad06b-64670248.jpg,BDD
1.6287861,0.6707351,0.6910749,../cityscape/leftImg8bit/train/hanover/hanover_000000_044622_leftImg8bit.png,cityscape
-0.46870348,1.4284829,0.867646,../cityscape/leftImg8bit/test/berlin/berlin_000083_000019_leftImg8bit.png,cityscape
-0.0028867354,-1.1949825,-0.93727916,../GTA/03_images/08810.png,GTA
0.08712128,-0.27042702,-1.6835562,../bdd100k/seg/images/train/4012903a-ef0ce742.jpg,BDD
-1.5699677,-0.08737131,0.15439384,../bdd100k/seg/images/train/b51aa35f-672053a6.jpg,BDD
-0.10033139,0.5280209,2.4368346,../bdd100k/seg/images/train/700c3115-5b5b7652.jpg,BDD
1.3840331,0.82324725,0.33176655,../GTA/03_images/08463.png,GTA
-0.028354894,0.64226604,2.0489619,../bdd100k/seg/images/test/e9c0f943-cb59007c.jpg,BDD
-0.24758735,0.067342155,0.08689925,../bdd100k/seg/images/train/6471aa28-00000000.jpg,BDD
0.6165165,-0.24031928,-0.61279017,../GTA/03_images/05721.png,GTA
-1.1536674,0.6307519,0.09755705,../cityscape/leftImg8bit/train/zurich/zurich_000090_000019_leftImg8bit.png,cityscape
-0.33758897,0.021646162,0.117565,../bdd100k/seg/images/train/41822cbd-2d85ad88.jpg,BDD
-0.13270374,0.961803,1.0853056,../cityscape/leftImg8bit/val/munster/munster_000016_000019_leftImg8bit.png,cityscape
1.856894,0.30523285,0.751684,../bdd100k/seg/images/val/a91b7555-00000200.jpg,BDD
0.052911904,1.6690401,0.6773488,../cityscape/leftImg8bit/train/darmstadt/darmstadt_000077_000019_leftImg8bit.png,cityscape
-0.12701483,-1.2793108,-0.9678854,../GTA/01_images/00939.png,GTA
-0.8620969,-2.2779822,-0.95753884,../bdd100k/seg/images/train/21609974-1e6c098f.jpg,BDD
-0.056770608,1.6180582,0.74876595,../cityscape/leftImg8bit/train/cologne/cologne_000077_000019_leftImg8bit.png,cityscape
0.34324968,0.716227,-0.2464811,../cityscape/leftImg8bit/test/berlin/berlin_000123_000019_leftImg8bit.png,cityscape
-1.5880932,-0.026151348,0.5607687,../GTA/03_images/08543.png,GTA
