x,y,z,img_path,img_label
1.1712362,-0.59937996,-0.07297196,../cityscape/leftImg8bit/test/bielefeld/bielefeld_000000_011831_leftImg8bit.png,cityscape
-0.27156696,-0.48022377,-0.36095256,../GTA/01_images/01007.png,GTA
0.3933299,0.52509487,-1.1728357,../bdd100k/seg/images/train/3dd41cf4-28991c3a.jpg,BDD
1.2658066,-0.44510415,0.052517727,../bdd100k/seg/images/test/f30ad06b-64670248.jpg,BDD
1.3077723,-0.38233337,0.22704418,../cityscape/leftImg8bit/train/hanover/hanover_000000_044622_leftImg8bit.png,cityscape
0.015167867,1.16178,0.5949065,../cityscape/leftImg8bit/test/berlin/berlin_000083_000019_leftImg8bit.png,cityscape
0.40894622,0.16643624,-1.1123295,../GTA/03_images/08810.png,GTA
-0.4208484,-0.8445566,0.25270507,../bdd100k/seg/images/train/4012903a-ef0ce742.jpg,BDD
-1.0471597,0.08528033,-0.61182326,../bdd100k/seg/images/train/b51aa35f-672053a6.jpg,BDD
-0.47593403,-0.48290947,1.7054055,../bdd100k/seg/images/train/700c3115-5b5b7652.jpg,BDD
1.2012701,-0.20636131,0.12974112,../GTA/03_images/08463.png,GTA
-0.47765702,-0.10056581,1.3018901,../bdd100k/seg/images/test/e9c0f943-cb59007c.jpg,BDD
-0.49498835,-0.517839,-0.6364894,../bdd100k/seg/images/train/6471aa28-00000000.jpg,BDD
0.04497356,0.29749084,0.7307195,../GTA/03_images/05721.png,GTA
-0.16749227,1.0049918,0.18841982,../cityscape/leftImg8bit/train/zurich/zurich_000090_000019_leftImg8bit.png,cityscape
-0.8340837,0.07053902,-0.41415682,../bdd100k/seg/images/train/41822cbd-2d85ad88.jpg,BDD
-0.112645574,-0.10629663,0.2676399,../cityscape/leftImg8bit/val/munster/munster_000016_000019_leftImg8bit.png,cityscape
1.08657,-0.7209956,-0.045935594,../bdd100k/seg/images/val/a91b7555-00000200.jpg,BDD
0.1549625,0.8347863,1.0028784,../cityscape/leftImg8bit/train/darmstadt/darmstadt_000077_000019_leftImg8bit.png,cityscape
0.48949736,-0.5602681,-0.5508072,../GTA/01_images/00939.png,GTA
